34
39
25
5
11
71
40
9
5
7
5
5
5
5
5
5
32
51
6
16
34
65
24
54
6
36
6
22
10
6
45
15
10
17
10
8
32
48
51
37
46
100
7
25
62
65
67
41
7
113
13
55
15
22
15
32
50
97
18
13
56
16
7
15
7
15
15
28
35
15
36
54
34
15
15
13
40
35
49
15
28
40
7
22
4
7
15
43
23
40
14
77
11
3
3
77
4
3
3
24
21
25
11
11
11
66
21
59
19
19
15
15
19
15
16
15
15
19
19
15
15
15
19
15
15
15
15
30
12
31
21
19
28
46
26
29
42
9
19
11
20
27
10
65
36
41
11
7
44
29
41
50
7
88
27
7
93
7
95
20
11
53
25
20
11
9
41
42
19
5
10
8
34
28
7
23
7
25
11
47
18
4
4
5
5
95
11
11
13
32
17
24
26
18
10
27
32
18
7
7
7
7
7
7
7
7
7
7
7
7
7
7
23
23
12
14
58
99
16
28
21
5
55
26
31
9
82
15
9
19
85
14
103
18
96
8
15
8
23
27
6
29
23
102
69
7
7
16
10
9
25
7
11
17
29
12
5
5
15
35
24
24
24
43
24
56
48
29
29
21
13
11
17
16
31
11
11
11
31
11
22
3
37
48
3
3
3
3
29
3
3
3
30
64
22
26
57
17
57
57
97
26
13
12
21
73
13
12
16
89
13
17
14
24
68
41
15
11
21
11
11
11
69
25
21
38
29
19
19
19
19
43
37
15
22
21
29
43
15
45
44
95
12
12
69
37
32
11
22
4
73
29
12
13
12
12
12
13
12
12
48
40
82
29
48
41
20
100
80
31
25
28
21
19
68
97
47
61
142
142
44
45
44
48
47
48
49
44
12
48
15
23
30
46
34
39
24
8
14
44
35
35
44
41
35
44
60
5
48
51
59
51
40
35
37
29
35
29
14
35
22
28
10
16
84
22
84
21
30
22
16
25
41
35
41
28
