3,12
4,5
5,15
6,5
7,30
8,5
9,6
10,8
11,23
12,14
13,10
14,6
15,30
16,9
17,6
18,5
19,15
20,4
21,11
22,10
23,7
24,9
25,9
26,5
27,4
28,8
29,13
30,4
31,5
32,6
34,5
35,10
36,3
37,5
38,1
39,2
40,6
41,9
42,2
43,4
44,8
45,3
46,3
47,3
48,9
49,2
50,2
51,4
53,1
54,2
55,2
56,2
57,3
58,1
59,2
60,1
61,1
62,1
64,1
65,3
66,1
67,1
68,2
69,3
71,1
73,2
77,2
80,1
82,2
84,2
85,1
88,1
89,1
93,1
95,3
96,1
97,3
99,1
100,2
102,1
103,1
113,1
142,2
